DATE, Median_House_Price_Without_Inflation, Adjusted_Median_Home_Price
Fri May 15 2020,276737.44,328257.79
Mon Jun 15 2020,280120.61,330462.5
Wed Jul 15 2020,283523,332793
Sat Aug 15 2020,287300.23,336166.63
Tue Sep 15 2020,290894.85,339899.25
Thu Oct 15 2020,294028.12,343417.86
Sun Nov 15 2020,296075.33,346020.24
Tue Dec 15 2020,298199.42,348174.85
Fri Jan 15 2021,301044.36,350007.71
Mon Feb 15 2021,305455.93,353203.23
Mon Mar 15 2021,312529.83,358841.12
Thu Apr 15 2021,319728.67,364114.08
Sat May 15 2021,326869.85,369286.01
Tue Jun 15 2021,333155.63,372922.76
Thu Jul 15 2021,337932.43,376458.78
Sun Aug 15 2021,340200.69,378204.3
Wed Sep 15 2021,342709.23,379961.1
Fri Oct 15 2021,345659.89,380074.79
Mon Nov 15 2021,348504.83,381329.34
Wed Dec 15 2021,351638.11,383579.18
Sat Jan 15 2022,356030.46,385129.81
Tue Feb 15 2022,363978.98,390164.23
Tue Mar 15 2022,371687.23,393177.56
Fri Apr 15 2022,379885.64,399619.11
Sun May 15 2022,386219.47,401852.13
Wed Jun 15 2022,387180.6,397393.53
Fri Jul 15 2022,384643.23,394835.87
Mon Aug 15 2022,380933.27,391166.23
Thu Sep 15 2022,380914.05,390307.02
Sat Oct 15 2022,379635.75,387425.61
Tue Nov 15 2022,377425.16,385559.09
Thu Dec 15 2022,375147.29,384412.31
Sun Jan 15 2023,374743.61,380952.8
Wed Feb 15 2023,380145.15,384298.64
Wed Mar 15 2023,385604.35,388531.17
Sat Apr 15 2023,391794.01,392780.72
